Sentence,Label

 need it you send them copies.,2

 please call and we can set up a teleconference with our legal department to,2

 so please pick it up as soon as you can.,2

 Can you check Mike Swerzbin for the following deals through Prebon,2

 Could you send me a,2

 Please take a look at this history of the regulatory issues on Hubbard.,2

" For the AUDIO portion of the call, please call in on one of the following",2

 Please can you tell me either way so that I can make the requisite,2

" Also, please add a lawyer in our Group to the database with full edit",2

" This       is your order confirmation, please print this page for your",2

 Please come and help us celebrate this record-breaking occasion!,2

 Please come back to me with any thoughts you have on these draft efforts.,2

 Please review...,2

" Upon approval and execution, please call me at x33399 to pick up the",2

" Also, per my voicemail to you, please check with Palu on the highlighted blue bullets to confirm that your two bullets are not already included in the numbers that Jan gave me on her bullet.",2

 Could you please forward me,2

 Please review and return your comments to me as soon as possible.,2

" For June 2000, please schedule the volumes on the FT contract .",2

 Kaye,2

 Please donate this money to the funds set up to help repair the lives of those Americans hurt by Enron's underhanded dealings.,2

" birthday present, please send cash only!!",2

 Can you let her know when,2

 Please give me a call to discuss.,2

 Can you E-mail Susan and I the location of the schedule E form.,2

 Could you meet with,2

 please approve in system,2

 Please examine.,2

 Please come to the Health Center (EB307),2

 Please check in with receptionist upon  arrival.,2

 d like to receive this product early in the morning       please call Syncr=,2

" Please review the report (revisions are in red) and let me know if you have any comments by Wednesday, August 9.",2

 Can you please extend deal #254839 to cover flow for 5/20 and 5/21?,2

" With our broker checkout function, could you please look up the following",2

 Take a look and see if this is what you need.,2

 Could you please extend the deal or have a new one,2

 Please return your comments to Rob Walls (EB 5012) or John Ale (3AC 1023) by Friday at 3,2

 Please view this diagram as a supplement to the Administrative Protocols that Mark Ellenberg is finishing up.,2

 Could you forward them to me by E-mail?,2

 Please donate this money to the funds set up to help repair the lives of those Americans hurt by Enron's underhanded dealings.,2

 Please ensure that you have provided an,2

 Please replace figure 9 in the Falcon Sanction Document with the attached,2

" have not returned this already, can you  please read and fax it to my",2

 Please Call x3-3838 or 281-858-8543 for details.,2

 Please take a moment to answer the following eight questions on the EWS Key Leadership Survey.,2

 Book Admin notify me as soon as you get a chance to look at these.,2

" Upon approval and execution, please call me at x33399 to pick up the=20",2

 Please review and comment.,2

 call me to discuss as soon as possible.,2

" Please review and if acceptable,",2

" In any event, in the future, please call me on the telephone  BEFORE",2

" Please mark your calendars, as we",2

 Can you set up a phone interview with him.,2

 If it works for you please send me a,2

 Should you have any questions please give me a call.,2

" Please book me SF/NYC round trip,leaving Tues 8.2.01 at 9",2

 please add Stephanie McGinnis to the email.,2

" process, please call the PEP Help Desk at the following numbers",2

 Please print out this memo with attachments and place it in the Calpine,2

 Please contact him and arrange his travel.,2

 Note,2

" Please, give me a call Tuesday morning and I shall  carve out",2

" to the goal, but need your help to reach the top!",2

 Can you call her at 215/684-6630.,2

 Give me a call.,2

 Send me stuff on Wolfe's performance this year and where you would rank him.,2

" add other participants from your company to this distribution list, please",2

 call me when you get this,2

 Please forward the formal documentation to Reagan so that the transfer to East Power can take place.,2

 Please take a look at it and provide me with your comments.,2

" As per my email request yesterday evening, can you confirm who determined",2

" intended recipient, please delete the e-mail and notify us",2

" Also,  please send me contact information at Northern Border so I can get",2

" WHEN THE NEW STARTER ARRIVES, PLEASE CALL EUROPEAN",2

 Fred - Please coordinate with Kay and schedule something with Becky,2

 Can you please get a contact name and phone number for this counterparty from,2

 call me at home.,2

 Can you add yourself to my rolodex?,2

 Will you please review the attached and initial if you approve the way it reads?,2

 ning     please call Syncrasy at [IMAGE]713 228 4407for more information   =,2

" Governor Davis' office, but please us me as the Dynegy contact person.",2

 Please give me a call at 31477 should you have,2

 Daren - Can you set up new deals for meter 6757 and 5192?,2

 Could you review the comments of,2

 Would you please give me the status of this review?,2

 Can you mail me when you get it?,2

 1.  Put the notes in a word document and save it with the following naming scheme,2

 Please take a look,2

 Please get this for Mark.,2

" Please respond to Dear Mr. Kaminski,",2

 Could you please tell me when they will,2

" identify yourself, please submit your name and phone number with your lette=",2

 Get back to me when you get a chance and we'll try and set,2

 Can you handle this for me?,2

 If you'd like a copy please send me your fax number.,2

 Please reference the order tracking number.,2

" Please, see if you can get this article.",2

 Please call  Tom Donohoe at 713-853-7151.,2

 absence please call Jackie Young @ 3-9497.,2

 Take a look at this and let me know if you have further comments.,2

 please calendar.  thanks.,2

" process, please call the PEP Help Desk at the following numbers",2

 Please respond to foothillservices,2

 Please also revise the the trader list for both the ENA (add Peter Schluter),2

" Ray and Keith, please talk to Gary Zahn and",2

" Kim, please send me an AMTEL at 1",2

 Please update your 2001 budget to incorporate this new iniative.,2

 To login please use this URL,2

 Please use the new sheet to schedule california.,2

 pls review my conclusions and ensure that they are not miss-stated.,2

" Mark, Paul can you add further clarification as to the position (particularly",2

 Please donate this money to the funds set up to help repair the lives of those Americans hurt by Enron's underhanded dealings.,2

" When you need something for a project, please come to me first (or whoever",2

" Please, put on my schedule.",2

 Please call to discuss.,2

 Could you please check whether the following HSC Gas Curve reflects our,2

 Can you please encourage the Credit team to use Lotus Notes to look up the,2

" Tom, can you make the T time?",2

 can you check this out?,2

 please call me w any final comments,2

" Jeff, can you speak briefly with Kevin on this one - intriguing idea if the",2

 Please remove her from all,2

 Please  update my listing for direct reports.,2

 pls remove me from your distribution list. thanks.,2

 Please change the last paragraph of the Confirmation to provide that it must,2

 Chris please give Rebecca a,2

 Please enter the following deal between Enron Direct and ECC.,2

 Please review the attached revised non-standard discount letter to Duke,2

 Could you in the future please put trade dates and book codes on the,2

 Please return this e-mail to me with your response by 12,2

 Can you help me answer this question?,2

" Please, send it to me.",2

 And don't forget to check out,2

 Give me a call so we can discuss.,2

" Please confirm your attendance by email or voice mail to me by tomorrow, so I",2

 Please comment.,2

 Please adjust your calendars to reflect this change.,2

" I've left out, please forward it on.",2

 Please put this into a word document.,2

 Please offer that approval as quickly,2

 LONG TERM NUMBERS AND FULL CFTC DISCLOSURE DOCUMENT PLEASE E-MAIL,2

 Please reference the order tracking number.,2

 Please look into this city gate production for T & F Operating at,2

 Can you please have Tana clarify if the counterparty wishes to have a new CP,2

" Please provide your comments to me by noon, Monday, July 17 to incorporate",2

 Can you take a look at this and let me know what we officialized instead of,2

 please confirm).,2

 Jacoby and Ed McMichael before Friday - please follow up.,2

 Please ask Jeff to contact trader.,2

 Please bring this coupon and present it only to Danny Olive at the,2

 please print all - thanks,2

 please read it carefully and get me your comments.,2

" version, please send an e-mail to lyris@lists.michbar.org?",2

 Please review for correctness/completeness and reply to John Dazey ...,2

 Check out the E-Flyer below and let me know what's up.,2

" it useful, please notify me to cancel your ID.",2

 Please give me a call at your earliest convenience to discuss.,2

 could you also forward me you current biography.,2

 so could you explain the 4 year Statute of Limitations.,2

 please set the exhibits up as a separate electronic file.,2

 Can you also get the view capability to,2

 Please click into the weekly report template and add your information using,2

 Would you please cc me with it so that I'm sure I've got the latest draft?,2

 Please enroll through the Development Center (Ernie)  or contact the Help,2

 Please send comments and revisions.,2

 Please schedule Robert Cummings for an interview.,2

 Please prepare language per terms of the attached credit worksheet and=20,2

 8. MORTGAGES ON MULTEXPF,2

" If so, please forward to me.",2

 Can you please prepare a confidentiality agreement for these folks - I,2

 Please also provide updates of No.2 and LPG inventories.,2

 Could you print the attached Adobe Acrobat file and give copies to,2

 Please review and respond.,2

 Please review the below language for \,2

 Could you please point me in the right direction for that?,2

 Could you please provide me with copies of the attached contracts.,2

 from your group) please test it and let me know if it is working according to,2

 Will you or someone in your cluster take care of this for me?,2

" Please respond with a deal number, or further",2

 Please respond to <loughrid@rice.edu>,2

 Would you please reply to this e-mail so I know you got it?,2

 Take a look at this pic/s,2

" Please forward comments on this Technical Bulletin, via email,",2

 You can email me or call me at 310.201.4117.,2

 Could you call me when you get a chance?,2

 Could you guys get together and see if you can push forward on this today.,2

 Please swing by to complete.,2

 Please give Grim a call and find out what they are trying to do.,2

 Please review and provide me with your feedback.,2

" Tim, can you help Jason out?",2

 Can you please forward the attached contract to Dave Hutchens.,2

" Please, give me a call",2

 Please RSVP to me as soon as possible.,2

 Can you set up a meeting to review this product.,2

 Please take my name off of your email distribution lists,2

 please circle with him to make sure the Guarantee negotiation process in,2

 Could you please confirm 1,2

 Can you email it to me.,2

 Please help me friend with the questions below.,2

 review and let me know your comments by 12 noon on Wednesday.,2

 please add mike grigsby to distribution,2

 Please process the request below.,2

 Please add our contact information to your database.,2

" Could you draft a form for the 5,000/day",2

 Chris,2

 Could you please take care of my application for Enron Online,2

 Can you please get the NDA reviewed,2

 Please RSVP to me as soon as possible.,2

 Can you please advise your groups to contact either EOL or Jay Krish or Dat,2

 Please call me or Ed if you'd like to discuss.,2

" Would you maybe have time to talk to them on Tuesday, July 3rd?",2

 Please give me a,2

 Can you please advise so I may correct the information in PEP.,2

 Please review the attached invoice.,2

 Will you please pick up my check from Prostaff today and take it home with,2

 Please take a look.,2

" Jeff, will you coordinate with Peter for the legal PRC in getting all the",2

 Can you provide me a detail list of which,2

 Please take a moment to answer the following eight questions on the EWS Key Leadership Survey.,2

" need to schedule some time in the next couple of days, please either call me",2

 Please make the change to,2

 Please review and sign the charter.,2

" Call me when you get a chance, ok.",2

 Please respond to Hamdi Atta <Hamdi.Atta@gdi.co.ae>,2

" Please, register me for a session on 9/29/2000 at 12",2

 Could you please check into,2

 Please donate this money to the funds set up to help repair the lives of those Americans hurt by Enron's underhanded dealings.,2

" Could you print two of the attachment, get Phillip Allen to sign them and",2

 Please review and let me know if you agree.,2

 Stuart,2

 Can you please review the attached guaranty and let me know if you approve.,2

" please check fees on the following trades,  thanks",2

 pls forward to all TW and NN legal attorneys and staff--Hou and OMa.,2

 please give me a call.,2

" Also, please copy David Forster and myself when sending the NDAs",2

 Please push the issue.,2

" missing a page, please ask Heather to include the complete list of attendees",2

 Please forward to Kenneth Lay-CEO,2

 Please send this to John.,2

 Please try to answer these questions in the two attached,2

 Could you take a look at is and give me the \,2

 Please use my cell phone (713 304 8716).,2

 Please let him know when they are completed.,2

 please notify the sender immediately by return e-mail and permanently delete,2

" Please call me with any questions,",2

 Please include your =,2

 can you fax me the schedule and csa for the ena isda (853-9476) and I will decide if similar terms are appropriate,2

 can you call them today to discuss.,2

 Could you please help me out?,2

 Please send me redlines from the originals for the Admin Services,2

" Andy, Kathy - can you help with this?",2

 Please look at the attached & see if that is what you need for the Gas side.,2

" Please call me at X5-8274 with any questions,",2

" Would you send me the Gas Daily's for Henry Hub, Transco St 65, Transco St",2

" New numbers for some people, could you please get these done asap including the new wording taking out any contingencies.",2

 Please take a moment to answer the following eight questions on the EWS Key,2

" Please attach the correct number, answer the present one, or let",2

 Please forward as soon as possible.,2

" To reserve a seat, please call Stephanie E. Taylor at",2

 PLEASE REVIEW THE NOTICE AND DISCLAIMER BELOW,2

 Please read and retain this,2

 Please add \,2

 Please review the below and lets discuss if this really works.,2

" take the best info you can assemble, make your call and let the players do",2

 Please change this on my calendar.,2

 Can you verify if the,2

 please give Suzanne the information of where to send it.,2

 Please try it again if you can.,2

 Karen- please print this out.,2

 Please help me - I can not get access to approve this account.,2

 Would you look us to make a joint appeal to Jeff to speak,2

 Please put the 17th meeting on my calendar.,2

 Please review the TW paragragh and make any changes.,2

 Please contact AIMR's Information Central department at tel,2

 PLEASE CONFIRM THIS .,2

" Hood, please plan",2

 right - just give me a call when you've got something.,2

 of you could discuss the issue and help put it in perspective,2

 Can you get that list form Vanessa?,2

" Please check them out, Vince... as you know- I always",2

" not to receive future e-mail notifications, please send a reply to",2

" After you get the Price Waterhouse NDA executed, please send a copy to Tana",2

 - please have package available for my review by mid January.,2

 Please indicated approval via REPLY WITH HISTORY.,2

 Please respond via e-mail with the earliest possible date for rolling pilot,2

 Please complete the survey and return to Merlyn Fance by fax 713-646-3300 or,2

" To receive FREE information on tax help, please fill out the",2

 Please share this info with,2

 In order to ensure enough handouts please email or call your RSVP to Ledy,2

" Please, review the energy related info in this database (if any) and talk to",2

" Please purchase 10mw, HE23-24 on Tuesday, 7/17, and 10mw HE1-24 on Wednesday, 7/18 to keep them whole.",2

" Once you have put your list of targeted customers together, please send it to",2

 Please send me the resume and I will reply by,2

" If all agree, please ask your assistant to let me know if a date has already been set for the next update.",2

" To reserve a seat, please call Stephanie E. Taylor at",2

 Can you send down the paper on the AOS daily balancing agreement.,2

 Please get me a flight and hotel (I should arrive early PM on the 12,2

 come see me when you get a minute.,2

" Could you please schedule a meeting for Wednesday, Thurs, or Friday with the",2

" Please call me if you have questions, etc.",2

 Some things on follow-up from Ken Lay's call with Jeb Bush (could you have,2

 please spread this email around to the appropriate Enron contacts that need,2

 Please only reply to the original requester!!!,2

 Mark,2

 Please review the home addresss and phone number shown on this eMail.,2

" Please respond no later than 10 a.m. on Wednesday, May 9.",2

 please welcome Ken in his new role.,2

" Please look at the list and let me know about anyone I missed, I have Reid and Mark working on it as well.",2

" Therefore, please initiate a review of the descriptions pertinent to your",2

 just send it to me and I will get it to her.,2

 Could you resend it?,2

 Please advise when you have final numbers for the credit section and I will,2

" intended recipient, please delete the e-mail and notify us",2

 1. In Section 7 of Annex 1 could we please add the recording language?,2

 Please copy him on all material like this.,2

" Regarding the guest password for gas daily, can you please relay the",2

" out - if revised confirms have been sent, let's go ahead and send them the",2

 Can you can hit on Wed (lunch or afternoon fine for me)?,2

" Please respond by 10 a.m. on Tuesday, February 27.",2

 Can you handle this for Mark?,2

 Please submit all Hour Ahead schedules for November,2

 Can you open this for me?,2

" Karen, please provide Louise and John with copies of the resumes Kevin's group selected for the summer interns.",2

 Please provide to her settlement instructions for the,2

 Please help Brad with this request.,2

 numbers in there and send me the numbers?,2

 call me on my cell 713 304 8716,2

 Please review and let me have your comments,2

" please print,  also let her know i still want reports.",2

" When you get a chance, can you please fax over the SMUD \",2

" field, please plan on attending this incite full presentation.",2

 please notify the sender immediately and delete the original.,2

 Please take a look  ASAP at the changes to the credit section for FPC.,2

 I never got the second set could you send it again.,2

 you both please look in your logs and notes and at the Inc sheets and tell me,2

 Will you check this out and get with,2

 Go ahead and book.,2

 Please read the attached and make sure the schedulers understand this new,2

 Stephanie,2

 Please reply to this message with either a corresponding \,2

" Please incerease deliveries to Eastrans to 65,000 MMBtu/d eff 2/23/2000.",2

 Ione can you please cc. me when Lavo or Milly have meetings to attend  like,2

 Please send the tickets to,2

 Please RSVP to Shannon Adlong at 36048.,2

" Please, read the outline and see if you would be interested in joining this",2

" 1 volume should be 10,000 per day please check this deal it came across as EOL 10,000 lots per month",2

 Please map in TEST and PROD,2

 Please add to my calendar,2

 Can you give me an update on the status of the,2

 Please donate this money to the funds set up to help repair the lives of those Americans hurt by Enron's underhanded dealings.,2

" Please call me at 281-679-3591, or reply to this e-mail with any questions you",2

" Please, register me",2

" touch with us about your order, send an e-mail message to",2

 Will you review this spreadsheet for April penalties associated with Texaco?,2

 Please review message below from Kristina Drew @ Merchant Energy.,2

 Would you please get access to expertfinder reinstated for my group,2

 Please also record OASIS numbers in your Deal Entry or in Deal Scheduling,2

 Please call me directly at x33214 should you wish to talk further about this.,2

 Errol give me a call when you get this,2

 Will you coordinate with Lari?,2

" Please remove the price on the Tenaska IV sale, deal 384258, for July and enter the demand fee.",2

 Give me a call.,2

 Please review this applicant's resume and let me know if you think we should,2

" Call me at the house, 713-528-1141.",2

" Please mark your calendars, bring a guest, and join the Enron Global Markets",2

 Please distribute the following message to all of Enron Wholesale Services=,2

" Please, send him my bio.",2

 Can you look into this?,2

 Can you give me the phone number,2

 Please donate this money to the funds set up to help repair the lives of those Americans hurt by Enron's underhanded dealings.,2

" Wes, can you adjust West Power numbers for the drop in headcount.",2

" To subscribe to the list by email, send a blank message to",2

 Gerald - Please begin the process of having this ENA gty executed.,2

 Please make sure the net of this gets to Harbor by the 25th.,2

 Call me and we will discuss.,2

" Jim, Tom and Christi -- Please send these to others that you think would like",2

 Please give him a call and find a way to resolve his problem.,2

" > Please, send a message with a resume again and we shall go from there.",2

 Please call the NYMEX ACCESSc Control Center (NACC) for all NYMEX ACCESSc,2

 response using the buttons below and update your calendar for this date.,2

 Please also add her to your update emails.,2

" Please print and sign the attached letter resigning your appointment as an attorney in fact, and return to me for filing in the corporate records.",2

 Can you forward these attachments to,2

 Please forward to Citizens.,2

" please mail to melissa kean, 3631 meadowlake, houston, tx 77027,",2

" tomorrow, but please send the spreadsheet over to Tom today so we can be sure",2

 Please forward a copy of the executed swap confirmation.,2

 Please settle with the customer.,2

 Can you please do something quick to tell us what the Needles pressure need to be?,2

 Please respond to <ssanderson@riskwaters.com>,2

" Raetta, would you please work with Richard and have him do the same process you have",2

" With this added information, can you generate the contemplated confirmation?",2

 Please review and comment ASAP.,2

 Could you discuss with Eldon whether you guys want to do the Dome road while,2

 Please forward this link to any members of your team,2

" Therefore, please initiate a review of the descriptions pertinent to your",2

 Just send me $50 and we won't worry about it.,2

" >If any of you have time tomorrow, can you do me this - can you call",2

 Please verify which price is correct.,2

 Please print for me,2

 Please have the accompanying docs ready so,2

 Please check and advise.,2

 Please call us at,2

" Kate, please check",2

 Bonnie--could you call him and find out what this is about?,2

 I will attach the AV form and the marketing form -  please send them back as soon as possible if you have not done  so yet.,2

" already done so, please send me the following",2

 Please look at the PG&E CG,2

 market on both the 3100 call and put at all times.,2

" Those of you that are coming in on Thursday, please make sure",2

 Please coordinate with Jean and decide who will call either Rick Hill or Chuck Ward.,2

 Please make a note that on 2/15 at Aquila Header (WGR pipe in system) meter,2

" am out next week, please check with Terry Kowalke or Mike Bodnar.",2

 Please review it so that there aren't any problems from,2

 Please draft a Confidentiality Agreement for the following C/P,2

 Please make two colored copies of this document.,2

 in this opportunity please forward me an updated copy of your resume.,2

 Please send me your resume.,2

 If not please send.,2

 Susan - Would you please review the following report and let me know if there are any new developments that I should include in Jim's monthly report (for November).,2

" Michelle, please call Bobbi (name & phone below) and take care of her",2

 Please call the ICE 24 hour Help Desk with any questions  770 738 2101.,2

 the email please delete.,2

 could you forward copies of the LDC filings to the group.,2

 Please respond to \,2

" See Leslie's approval below, and please approve this in DataManager.",2

 Please donate this money to the funds set up to help repair the lives of those Americans hurt by Enron's underhanded dealings.,2

 Can you make this change and forward to  Phil?,2

" Please, put on my schedule.",2

 Please forward any correspondence or emails to me.,2

 Please make the following changes for me please,2

 Either give me a call at  home (412-802-6429) or send me,2

 Please set up appropriate deal tickets,2

" Kate, please check with Mark F. to verify if marking okay by delivery point.",2

 CUSTOMER_COMMENTS = for info please call(503)464-5070,2

" Joe and Linda, could you prepare our views on these two and forward to Ken?",2

 Please call me at 713.221.1419 regarding the foregoing.,2

" Please make your check payable to CASA or Raphael House, you may evenly",2

 can you come right now?,2

 Put this in my binder and tell him to start sending it to you.,2

" copy, use or disclose this communication to others; also please notify the",2

 Please contact members of both houses so that the concerns of the,2

" assignment, please notify me ahead of time and provide an estimated time",2

 Please path these deals in Unify.,2

" Can you guys make the following entries, they are all in the format of what",2

 You can send her an E-mail (please see the first message at the bottom of the,2

 Give me a call Tuesday afternoon to discuss (gone to Kelowna golfing for the,2

 Can your people please move it back ASAP and find us another one.,2

 Please print and store for next week's calendar items,2

 Please provide me with your response as soon as possible.,2

 Please donate this money to the funds set up to help repair the lives of those Americans hurt by Enron's underhanded dealings.,2

 Please look into this.,2

" Also, could you please forward to me a copy of the signed CA for",2

" Netscape Navigator, and please type or copy the URL",2

" In addition, could you look over the list below to",2

 Please mark your calendars for a wine reception on June 7th.,2

 Please pass this on to other alumni and friends of IU,2

 please get me any comments by COB,2

 Please respond to \,2

 Please would you send me your fax number.,2

 resend it to me?,2

 Can you forward me exact address of conference site so I can,2

" fuel gas, can you approve of these for our sulfur methods?",2

 Could you please extend the deal for one day (deal 589188) ?,2

" Can you please, help him with this?",2

" Please give me your home tel. #s, pagers, and cell phone #s for my address",2

 Send me a note when you get back and we can set up a meeting then.,2

" Cogentrix's HR representative, would you please contact Glenn Wright",2

 Make sure you see the notes at the bottom.,2

 Please calendar.,2

 Please direct all concerns about this email or your inclusion on this list to our email address listed above.,2

" Please, give him a call to set up a meeting.",2

 Please fax the letter to,2

 Please call to discuss 607/762-7688.,2

 Please amend on this email below and=20,2

 you please also copy them on your comments due to the short time period we,2

 Could you please follow up?,2

 Please remove her from all=,2

 Please ask Bruce to give you several dates within next week that would,2

 please give me a call at x30596.,2

 Please take a look at this and draft a memo that,2

 Please respond to <seabron.adamson@frontier-economics.com>,2

 Please plan to attend a meeting to discuss Logistics Unify Issues and,2

 Please change that if you can.,2

 Please email us or,2

 Can you please arrange EnronOnline guest user IDs for the following people,2

 Please call the folks we talked about this afternoon so that we can respond back to Chip.,2

" Can you confirm the fuel mixes, etc. for me?",2

 can you send the ackerman email around?,2

" right, and let me take a shot at making comments and suggestions.",2

 Please send the CNG stuff to,2

 Please come to the Health Center (EB307),2

 Please look at your information and make any corrections necessary and,2

 Please call me at your convenience to discuss.,2

 Please introduce yourself and make him feel at home on his frequent,2

 Could one of you verify the info below and send her the missing info?,2

" Can you, please, arrange a phone interview",2

" the East Power group, I would like you to take a look and let me know how",2

 Please select one of the following schedules,2

" Please double check this format of the confirmation, remove the \",2

 Can you please see if you can get me out of this?,2

" To reserve a seat, please call Stephanie E. Taylor at",2

 Please call Mark,2

 Pls coordinate with Kerry Stroup.,2

" If you could, please send me Joseph's Social Security  number, so",2

 Allocation  Allocation - please allocate the rest of the 21.7% to ENA,2

 Please narrow the steering committee list down to around 30.,2

 would you please send me those deal numbers.,2

" Jeff, Just a reminder to please add me to your distribution list ( which I",2

 Please print this e-mail message or record confirmation number to pick up,2

 PLEASE REBOOK THE FOLLOWING...,2

 Please calendar.,2

 Can you take care of,2

" interested, please respond to the following questions by Monday afternoon,",2

 please contact Market Summary and Forecast support at,2

 Can you find out,2

 For some reason I can not open this file - could you please send me,2

 work to stand in the Enron lobby (or send my secretary to do it for me).,2

 Please plan on attending our next Credit/Legal seminar.,2

 please forward to Vicky Sharp.,2

 Please check on those marked below,2

 Can you cancel that please?,2

 Could you please send Scot Chambers the project costs on USEC.,2

 Would you please do the,2

 Would you all please respond asap with the dates that you'll,2

" Barb, please add to our filing",2

 PLEASE REACTIVATE ZACH MCCARROLL FOR NETWORK ACCESS IMMEDIATELY.,2

 Send me you FAX number or call me at Enron Wind Corp. 661-823-6433.,2

 you please resend.,2

 Please review and advise of any,2

" (Please print, sign, and return original to",2

 Please amend the ISDA dated 6/12/97 between ENA and the counterparty by,2

" Lets have a conf. call w/ you, me, and Mike Day on Mon.morning.",2

 Please notify us,2

" please contact Rob, as he has created products for me using Australian cities",2

" ilizes its own agreements, please provide us with a copy.",2

 please send the emails to our entire group.,2

 Please review and offer,2

 Please direct comments regarding the content of our Brief and,2

 Please  send your \,2

 Please check meter #1591 Lamay gas lift.,2

 Please follow the above URL to view and listen to this CERA conference call,2

" Resolution Center, 713-853-1411 and ask them to check your XMS logon ID for",2

" You can call him to see if you should also send to a lawyer, probably Gary",2

 Please err on the side of retention of documents.,2

 please get together so that we will have the appropriate forward quantities,2

" John, please forward a copy to Barto.",2

 Please get back with me via e,2

 Please donate this money to the funds set up to help repair the lives of those Americans hurt by Enron's underhanded dealings.,2

 Please review the attached clean and redline drafts.,2

" Howard, Please forward this information to whomever need it in",2

" Savings Plan or any voice mail regarding financial transactions involving these matters, including accounting issues related to these matters, please forward the voice mails to  x3-6803.",2

 Please order the existence and good standing certificates from Texas and,2

 rain please print color copies for the group,2

 Please review the attached draft of the draft Enfolio Master Firm,2

 would you give me one?,2

" Also, please look at para 5(c).",2

 Please respond to Rogelio L?,2

 Please provide action step implementation detail along with completion date,2

" please check again for me, I have inactivated FT-VNG-IDX",2

 Please contact Chris or myself with any questions.,2

 Chris - Please provide some deals and volumes for these that are missing.,2

" Please approve and autoschedule Deals # 515111,515110.",2

 Can you provide this to Sara please,2

 Can you follow up with him,2

 Sam,2

 Please review and figure out how Eco will satisfy itself that all Seller obligations are being met.,2

 please fax them (my fax no. is +44 20 7783 4539).,2

 Please call me after you have reviewed this.,2

 Please prepare the ISDA draft for a master swap contract between ENA and The,2

 Please approve my authorization request for control over daily and monthly,2

 Please advise me  how you want this activity allocated.,2

 * Please bring your Lexis-Nexis login ID and password.,2

 please advise me on the need to send out a communication reiterating what the,2

" please, call me at 3-3848  from the reception to be admitted into the",2

" To send us your feedback, change your e-mail address, ask",2

 Please donate this,2

" Please try to arrange your schedules to attend,",2

 Please ring Draper at AEP,2

 Can you help me on this one?,2

" To schedule an appointment or speak with a counselor, please call the onsite office at 713-853-6057 or the 24-hour number at 1-800-345-1391.",2

 please reserve a seat for me.,2

 Please plan to attend the above mentioned meeting,2

" please contact John Harrison, ext. 3-7811 for revisions.",2

" If that  is not possible,  please send me an email stating that such a certification  will be signed in the next day or two.",2

 Call me to discuss.,2

" Please, ask Shirley to determine",2

 Could you please send,2

" ahead, please take a moment now to fill out the profile questions below and",2

" Please, take a look at the attached newsletter.",2

 Can you please provide me with your feedback/status.,2

 Please email me a final copy,2

 Please review and give me your comments.,2

 Can you send your address?,2

 Please put on my calendar.,2

 Please call me at 713 557 3330,2

 Please proceed as outlined.,2

 Can you help us,2

 CAn you please call him (exploratory interview).,2

 Please sign and forward the original to Kent,2

 Please include me on this trip.,2

 Please review the following discrepancy and let me know what the price should,2

 Could you please,2

 Please give me a call in regard to the demand letters.,2

 Please call me when you are back in the office.,2

 Please respond to Scott.Goodell@enron.com,2

" I don't know if you are hiring for internships, if not, could you please forward this on to the person hiring for those positions.",2

" Please try to arrange your schedules to attend,",2

 Please send them the ISDA then,2

 Please call me with any questions.,2

 Please plan on attending.,2

 Please review the form as soon as possible as I would like to get this on the five day rollforward list in the morning.,2

 Can you help me,2

 if you could look into this request below ASAP....that would be helpful.,2

 Please call me with any questions.,2

 Please forward the types of documentation you have,2

 Please change your \,2

 Please direct bill our cost center for all of the expenses incurred for your services.,2

 Please start using the ENA DPR 0102 file rather than the EWS DPR 2002 file to send to Chris.,2

 Give me a call and we will discuss,2

 Could you also please supply a full reference for,2

 Please review and comment so,2

 Please pass this,2

 plz call re,2

 Please take 5 minutes to fill out the first of three,2

 Please contact me or Brad,2

 look at the rest of the East info and send it/take it to the appropriate,2

 Please update and send back.,2

 Could you fax me your comments?,2

 comfortable disclosing but please err on the side of giving whatever,2

 Please give me some dates and times of your availability during the rest,2

 Please use your,2

" If you could please, just make sure that they come to my attention so that",2

 Please advice so we can act accordingly.,2

 Please donate this money to the funds set up to help repair the lives of those Americans hurt by Enron's underhanded dealings.,2

 Please encourage the,2

 Please take a look,2

 Can you check it out.,2

